,id,country,province,winery,variety,points,description
261615,30714,Italy,Veneto,Buglioni,Red Blend,88,opens aromas raisin tobacco leaf underbrush grilled porcini mushroom leather extracted palate delivers pepper clove dried sage prune licorice supported teeth coating heat searing alcohol throws balance
238097,7196,France,Loire Valley,Daniel Chotard,Sauvignon Blanc,90,entry level fine producer soft laced grapefruit sliced apples texture bring steely edge tangy aftertaste ready
146927,116026,US,California,Cameron Hughes,Chardonnay,84,simple orange lime vanilla despite brisk quickly turns cloying
168464,137563,Germany,Pfalz,Philipp Kuhn,Riesling,92,voluptuously textured balances elegant palate plush peach preserved quince silken supple clings lovingly palate finishes bold steely mineral touch
233038,2137,Australia,South Australia,Angove,Chardonnay,84,brassy color woody chardonnay pleasant offering ample weight modest pear citrus
187222,206321,US,Oregon,Lange,Pinot Noir,88,lange produces wide range pinots including estate bottling reserve bottling various single vineyard cuvées basic affordable offers solid quaffable cranberry raspberry buoyed firm acids tomato comes spicy pine resin despite youth drinking already beginning soften
79996,99095,France,Languedoc-Roussillon,Domaine Borie de Maurel,Syrah,89,perennial value edition boasts plenty smoky blackberry aromas tinged game medium bodied—verging full—there loads packed accessible format ready enjoy continue
59956,79055,US,California,Borra,Red Blend,87,borra school making nonvintage putting syrah mourvedre petite sirah smelling freshly baked bread full structured soft easygoing fine bottle rustic fare
18796,268796,US,California,De Loach,Cabernet Sauvignon,90,made style bursts jammy currant plum coffee sweet firm texture fine grained keen edge result balanced stylish hold least seven
131889,100988,US,California,The Auctor,Red Blend,85,blend syrah grenache mourvèdre cabernet sauvignon shows plums roasted figs cinnamon stick uncrushed clove star anise great translate palate sticky dark plum skin proves leathery drinking wait awhile might work better
72951,92050,France,Languedoc-Roussillon,Heron,Merlot,82,berry aromas front tart cherry rhubarb palate feel tight acidic lacks mouthfeel cries food bistro supermarket offers potential
253034,22133,US,California,Twomey,Pinot Noir,91,parts together hover around quite completely harmonious massive cherry core seems components cellar
214677,233776,New Zealand,Marlborough,Staete Landt,Sauvignon Blanc,86,appropriately intensely aromatic flavorful aromas across simple unnuanced modest grassy settle white grapefruit slightly chalky
5646,255646,France,Bordeaux,Yvon Mau,Bordeaux-style Red Blend,87,fruity touched mint balancing fine firm juicy warm texture
71670,90769,US,Washington,Waters,Cabernet Sauvignon,93,varietal cold creek vineyard providing backbone starts quite brooding aromas savory herbs spice cranberry blue palate layered focused plentiful dark cherry currant spice mouthfeel downright dazzles cabernet finest open
211338,230437,US,California,Beringer,Merlot,85,vineyard howell mountain awkward like problems plus side enormous cassis cherry chocolate fine seems proper volume sugary sweetness almost like dessert
159450,128549,US,California,Raymond,Cabernet Sauvignon,89,marked deep delicious chocolate blueberries blackberries lovely cabernet firm long spicy shows real napa class
249944,19043,Australia,South Australia,Turkey Flat,Red Blend,84,showing evolution turk features leather beef alongside blackberry cassis reasonably complex price dries suggesting past best
24246,274246,US,California,Mount Eden,Cabernet Sauvignon,90,ageable young tannic astringent cherry blackberry stuffing long haul best beyond
114702,183801,US,California,Del Carlo Winery,Zinfandel,90,complex zinfandel showing rustic mouthfeel sometimes found creek reds strong jagged berry cherry wild briary taste bone grows interesting breathes glass
100741,169840,US,California,Donkey & Goat,Chardonnay,93,making berkeley decade producer working first napa valley grapes fact farmed grape grower extraordinaire steve matthiasson pear quince grapefruit combine svelte sensibility subtle sharp tangy herbal
184771,203870,Germany,Mosel,Dr. Pauly Bergweiler,Riesling,90,whiffs smoke crushed stone form veil concentrated peach preserved quince remarkably nuanced auslese sweet juicy palate accented fresh herb earthy lend dark savory dimension
146419,115518,Argentina,Mendoza Province,Sottano,Cabernet Sauvignon,86,rubber bacon berry plum aromas overall palate creamy whole carry cassis berry past resiny herbal basic mild resin coming play
243617,12716,Spain,Catalonia,Alta Alella,Chardonnay,88,melon peach aromas fresh touch vanilla made solid chardonnay body fresh apple melon spice touch oaky cinnamon somewhat waxy texture
635,250635,Argentina,Mendoza Province,Four Aces,Cabernet Sauvignon,83,dark crusty aromas sweet coconut palate seems lactic oaky despite fairly pointed berry plum entirely regular sharp aforementioned leafy tasting
195259,214358,France,Burgundy,Bailly-Lapierre,Chardonnay,90,produced close chablis champagne pure chardonnay blanc blancs fine steely mineral character enhanced white fruits knife sharp worth aging
201049,220148,US,California,Belle Glos,Pinot Noir,88,tremendously pinot dazzles palate waves raspberries cherries cocoa licorice bacon intense umami silky drawback excessive softness
253045,22144,Chile,Buin,Concha y Toro,Syrah,91,dark maipo syrah opens slightly generic aromas blackberry cherry resiny creamy palate tastes oaky first roasted spicy blackberry front minty wood spice barrel related
162522,131621,US,California,j.brix,Riesling,88,aromas lime skins lemon cookies hide typical petrol diego county based producer slightly sour citrusy palate balanced chalky grip
239463,8562,US,California,Parker,Chardonnay,93,plump tangerine pink grapefruit warmer tones gala apples bottling vineyard slightly northwest rita hills appellation rounder nectarine apple fattens midpalate poached asian pear popcorn deftly leveled throughout zesty lemon wedge touch
62697,81796,Italy,Tuscany,Castello Montauto,Red Blend,87,aromas berry crushed blue flower open drinking bright vertical palate offers sour cherry cooking spice alongside vibrant sleek
123125,192224,France,Champagne,Jean Milan,Chardonnay,92,creamy toast caramel flavored impressive layers complexity apples cream taste swathes perfumed grapefruit green fruits waft
236704,5803,US,California,Housley's Century Oak,Cabernet Sauvignon,83,oddly perfumed puckering treatment suggestive chips
64245,83344,US,Washington,Rôtie Cellars,Red Blend,91,percentage grenache bumped rôtie second vintage rest split syrah mourvèdre soft spicy scents laced rock vanilla structured approachable might mistaken washington priorat underlying minerality light plummy solid footing extends length considerably
251442,20541,US,California,Black Ridge,Bordeaux-style Red Blend,92,made cabernet sauvignon merlot franc petit verdot delicious complex grape varieties bringing something different blackberry cherry currant cedar wrapped silky reason
167922,137021,US,California,Cambridge California,Chardonnay,87,grapefruit pear vanilla mark medium bodied moderately dense youthful offers peeks caramel toffee midpalate weight length zesty pithy
154007,123106,US,Oregon,Dobbes Family Estate,Chardonnay,88,forward fruity solid chardonnay built blocky chunky mode sleek lime polished edge underlying acids
148357,117456,US,Washington,Januik,Merlot,91,plum vanilla milk chocolate blue aromas followed palate saturated supersmooth barrel variety immediately apparent delicious
109099,178198,US,California,Bialla,Cabernet Sauvignon,92,flashy smooth fierce giving astringency oaky currant crème cassis five cellar start mellow
242859,11958,France,Bordeaux,Château Troplong Mondot,Bordeaux-style Red Blend,91,heavy wood influence creamy toasty palate lying smooth surface juicy packed firm several properly integrate
178450,147549,Germany,Rheinhessen,Dr. Peter Poontinger,Riesling,88,pale gold color savory earthy shows dried herbs honey balanced crisp leaving refreshing across palate moderately intense juicy citrus cantaloupe nectarine loose knit simple
249771,18870,France,Bordeaux,Château Ad Francos,Bordeaux-style Red Blend,90,smooth mint eucalyptus flavored burnt tannin hugely core firm juicy underneath whisper future least
30337,280337,US,California,Three Families,Cabernet Sauvignon,84,cherry blackberry fully acidic green reinforce roughness food cheddar cheese wonders soften sweeten
25642,275642,US,California,Mirassou,Merlot,81,monterey problem cabernet sauvignon challenges merlot formidable tough thin earthy shows grapes dominant herbaceous tannic finishes watery
29337,279337,Argentina,Mendoza Province,Santa Julia,Cabernet Sauvignon,86,light mildly candied pure cherry berry aromas cherry raspberry open balance deepest dense market classy solid money imported winesellers
196211,215310,US,California,Joseph Phelps,Pinot Noir,93,huge bright bold raspberry cherry jammy directness makes drinkable tannin structure develop bottle complexity alcohol refreshingly volume testament coolness vintage
29243,279243,US,New York,Heron Hill,Riesling,86,medium body tone tropical fruits keep grounded vault level musky plenty citrusy sawdust
49897,68996,US,California,Keller Estate,Chardonnay,92,elevates keller style superripe oaky chardonnay refined balanced equally perfect potent buttered toast vanilla caramel honey pineapple crisp minerality help structure opulence
66193,85292,US,California,Peace Water,Red Blend,90,firmly built bolstered broad layer fine grained tastes like blackberries cranberries dark chocolate improve soften
22940,272940,France,Bordeaux,Château Rauzan-Ségla,Bordeaux-style Red Blend,94,barrel sample hard powerfully packs wood element certainly almost napa like drive
220651,239750,US,Oregon,Bethel Heights,Pinot Noir,89,lovely aromatics floral barrel components equal proportion solid sits mouth gravitas wild cherry raspberry fresh herb stiffness definitely
116259,185358,Spain,Catalonia,Pinord,Red Blend,90,shows true priorat depth minerality pouring char polish mouth saturated intense raspberry plum vanilla extremely firm structured bitter chocolate burnt character imported national distributing
114947,184046,US,Washington,Saviah,Red Blend,91,bordeaux style blend— cabernet sauvignon merlot franc—comes pepper bridge seven hills mcclellan vineyard round approachable sweet tangy cherry berry front center structure decade oldest blocks saviah uses says winemaker funk stands winery signature
